<<<<<<< HEAD:nflscraping/working_files/scores_prep.csv
,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away
47,2018,1,Buccaneers,Saints,48,40,-8,0,1
48,2017,2,Titans,Jaguars,37,16,-21,0,1
49,2017,2,Browns,Ravens,10,24,14,1,0
50,2017,2,Jets,Raiders,20,45,25,1,0
51,2021,1,Cowboys,Buccaneers,29,31,2,1,0
52,2017,1,Eagles,Washington,30,17,-13,0,1
53,2017,1,Jaguars,Texans,29,7,-22,0,1
54,2017,1,Colts,Rams,9,46,37,1,0
55,2017,1,Seahawks,Packers,9,17,8,1,0
56,2019,1,Chiefs,Jaguars,40,26,-14,0,1
57,2019,1,Colts,Chargers,24,30,6,1,0
58,2019,1,Bengals,Seahawks,20,21,1,1,0
59,2019,2,Colts,Titans,19,17,-2,0,1
60,2019,2,Patriots,Dolphins,43,0,-43,0,1
61,2019,2,Bills,Giants,28,14,-14,0,1
62,2018,2,Giants,Cowboys,13,20,7,1,0
63,2018,2,Seahawks,Bears,17,24,7,1,0
64,2020,1,Packers,Vikings,43,34,-9,0,1
65,2020,1,Dolphins,Patriots,11,21,10,1,0
66,2020,1,Eagles,Washington,17,27,10,1,0
67,2018,1,Jaguars,Giants,20,15,-5,0,1
68,2018,1,Bills,Ravens,3,47,44,1,0
69,2018,1,Chiefs,Chargers,38,28,-10,0,1
70,2017,2,Dolphins,Chargers,19,17,-2,0,1
71,2017,2,Cowboys,Broncos,17,42,25,1,0
72,2017,2,Washington,Rams,27,20,-7,0,1
73,2021,1,Eagles,Falcons,32,6,-26,0,1
74,2021,1,Steelers,Bills,23,16,-7,0,1
75,2021,1,Vikings,Bengals,24,27,3,1,0
76,2017,1,Panthers,49ers,23,3,-20,0,1
77,2017,1,Giants,Cowboys,3,19,16,1,0
78,2019,1,Giants,Cowboys,17,35,18,1,0
79,2019,1,49ers,Buccaneers,31,17,-14,0,1
80,2019,2,Seahawks,Steelers,28,26,-2,0,1
81,2019,2,Cowboys,Washington,31,21,-10,0,1
82,2019,2,Cardinals,Ravens,17,23,6,1,0
83,2020,1,Raiders,Panthers,34,30,-4,0,1
84,2020,1,Colts,Jaguars,20,27,7,1,0
85,2020,1,Browns,Ravens,6,38,32,1,0
86,2018,1,Seahawks,Broncos,24,27,3,1,0
87,2018,1,Washington,Cardinals,24,6,-18,0,1
88,2018,1,Cowboys,Panthers,8,16,8,1,0
89,2017,2,49ers,Seahawks,9,12,3,1,0
90,2017,2,Packers,Falcons,23,34,11,1,0
91,2017,2,Lions,Giants,24,10,-14,0,1
92,2021,1,49ers,Lions,41,33,-8,0,1
93,2021,1,Cardinals,Titans,38,13,-25,0,1
94,2021,1,Seahawks,Colts,28,16,-12,0,1
95,2019,1,Steelers,Patriots,3,33,30,1,0
96,2019,1,Texans,Saints,28,30,2,1,0
97,2019,1,Broncos,Raiders,16,24,8,1,0
98,2019,2,Jaguars,Texans,12,13,1,1,0
99,2019,2,Chiefs,Raiders,28,10,-18,0,1
100,2019,2,Bears,Broncos,16,14,-2,0,1
101,2020,1,Chargers,Bengals,16,13,-3,0,1
102,2020,1,Buccaneers,Saints,23,34,11,1,0
103,2020,1,Cardinals,49ers,24,20,-4,0,1
104,2018,1,Bears,Packers,23,24,1,1,0
105,2018,1,Jets,Lions,48,17,-31,0,1
106,2018,1,Rams,Raiders,33,13,-20,0,1
107,2021,1,Chargers,Washington,20,16,-4,0,1
108,2021,1,Jets,Panthers,14,19,5,1,0
109,2021,1,Jaguars,Texans,21,37,16,1,0
110,2019,2,Saints,Rams,9,27,18,1,0
111,2019,2,Eagles,Falcons,20,24,4,1,0
112,2019,2,Browns,Jets,23,3,-20,0,1
113,2020,1,Cowboys,Rams,17,20,3,1,0
114,2020,1,Steelers,Giants,26,16,-10,0,1
115,2020,1,Titans,Broncos,16,14,-2,0,1
116,2021,1,Browns,Chiefs,29,33,4,1,0
117,2021,1,Dolphins,Patriots,17,16,-1,0,1
118,2021,1,Packers,Saints,3,38,35,1,0
119,2021,1,Broncos,Giants,27,13,-14,0,1
120,2021,1,Bears,Rams,14,34,20,1,0
121,2021,1,Ravens,Raiders,27,33,6,1,0
122,2017,3,Rams,49ers,41,39,-2,0,1
123,2017,3,Ravens,Jaguars,7,44,37,1,0
124,2017,3,Broncos,Bills,16,26,10,1,0
125,2017,3,Steelers,Bears,17,23,6,1,0
126,2017,3,Falcons,Lions,30,26,-4,0,1
127,2017,3,Browns,Colts,28,31,3,1,0
128,2017,3,Buccaneers,Vikings,17,34,17,1,0
129,2017,3,Texans,Patriots,33,36,3,1,0
130,2017,3,Dolphins,Jets,6,20,14,1,0
131,2017,3,Giants,Eagles,24,27,3,1,0
132,2017,3,Saints,Panthers,34,13,-21,0,1
133,2017,3,Seahawks,Titans,27,33,6,1,0
134,2017,3,Bengals,Packers,24,27,3,1,0
135,2017,3,Chiefs,Chargers,24,10,-14,0,1
136,2017,3,Raiders,Washington,10,27,17,1,0
137,2017,3,Cowboys,Cardinals,28,17,-11,0,1
138,2021,3,Panthers,Texans,24,9,-15,0,1
139,2021,3,Washington,Bills,21,43,22,1,0
140,2021,3,Bears,Browns,6,26,20,1,0
141,2021,3,Ravens,Lions,19,17,-2,0,1
142,2020,2,Bengals,Browns,30,35,5,1,0
143,2020,3,Dolphins,Jaguars,31,13,-18,0,1
144,2021,3,Colts,Titans,16,25,9,1,0
145,2021,3,Chargers,Chiefs,30,24,-6,0,1
146,2021,3,Saints,Patriots,28,13,-15,0,1
147,2021,3,Falcons,Giants,17,14,-3,0,1
148,2020,2,Giants,Bears,13,17,4,1,0
149,2020,2,Falcons,Cowboys,39,40,1,1,0
150,2020,2,Lions,Packers,21,42,21,1,0
151,2019,3,Titans,Jaguars,7,20,13,1,0
152,2020,3,Bears,Falcons,30,26,-4,0,1
153,2020,3,Rams,Bills,32,35,3,1,0
154,2020,3,Washington,Browns,20,34,14,1,0
155,2021,3,Bengals,Steelers,24,10,-14,0,1
156,2021,3,Cardinals,Jaguars,31,19,-12,0,1
157,2021,3,Jets,Broncos,0,26,26,1,0
158,2018,3,Jets,Browns,17,21,4,1,0
159,2021,2,Giants,Washington,29,30,1,1,0
160,2020,2,Jaguars,Titans,30,33,3,1,0
161,2020,2,Vikings,Colts,11,28,17,1,0
162,2020,2,Bills,Dolphins,31,28,-3,0,1
163,2019,3,Bengals,Bills,17,21,4,1,0
164,2019,3,Dolphins,Cowboys,6,31,25,1,0
165,2019,3,Broncos,Packers,16,27,11,1,0
166,2020,3,Titans,Vikings,31,30,-1,0,1
167,2020,3,Raiders,Patriots,20,36,16,1,0
168,2020,3,49ers,Giants,36,9,-27,0,1
169,2021,3,Dolphins,Raiders,28,31,3,1,0
170,2021,3,Buccaneers,Rams,24,34,10,1,0
171,2021,3,Seahawks,Vikings,17,30,13,1,0
172,2018,3,Saints,Falcons,43,37,-6,0,1
173,2018,3,49ers,Chiefs,27,38,11,1,0
174,2018,3,Raiders,Dolphins,20,28,8,1,0
175,2021,2,Bengals,Bears,17,20,3,1,0
176,2021,2,Texans,Browns,21,31,10,1,0
177,2021,2,Rams,Colts,27,24,-3,0,1
178,2020,2,49ers,Jets,31,13,-18,0,1
179,2020,2,Rams,Eagles,37,19,-18,0,1
180,2020,2,Broncos,Steelers,21,26,5,1,0
181,2017,4,Bears,Packers,14,35,21,1,0
182,2019,3,Falcons,Colts,24,27,3,1,0
183,2019,3,Ravens,Chiefs,28,33,5,1,0
184,2019,3,Raiders,Vikings,14,34,20,1,0
185,2019,3,Jets,Patriots,14,30,16,1,0
186,2020,3,Texans,Steelers,21,28,7,1,0
187,2020,3,Jets,Colts,7,36,29,1,0
188,2021,3,Packers,49ers,30,28,-2,0,1
189,2021,3,Eagles,Cowboys,21,41,20,1,0
190,2018,3,Bills,Vikings,27,6,-21,0,1
191,2018,3,Colts,Eagles,16,20,4,1,0
192,2018,3,Packers,Washington,17,31,14,1,0
193,2021,2,Bills,Dolphins,35,0,-35,0,1
194,2021,2,Patriots,Jets,25,6,-19,0,1
195,2021,2,49ers,Eagles,17,11,-6,0,1
196,2020,2,Panthers,Buccaneers,17,31,14,1,0
197,2020,2,Washington,Cardinals,15,30,15,1,0
198,2020,2,Chiefs,Chargers,23,20,-3,0,1
199,2017,4,Saints,Dolphins,20,0,-20,0,1
200,2017,4,Bills,Falcons,23,17,-6,0,1
201,2017,4,Bengals,Browns,31,7,-24,0,1
202,2019,3,Lions,Eagles,27,24,-3,0,1
203,2019,3,Panthers,Cardinals,38,20,-18,0,1
204,2019,3,Giants,Buccaneers,32,31,-1,0,1
205,2020,3,Panthers,Chargers,21,16,-5,0,1
206,2020,3,Buccaneers,Broncos,28,10,-18,0,1
207,2020,3,Lions,Cardinals,26,23,-3,0,1
208,2018,3,Bengals,Panthers,21,31,10,1,0
209,2018,3,Titans,Jaguars,9,6,-3,0,1
210,2018,3,Broncos,Ravens,14,27,13,1,0
211,2021,2,Raiders,Steelers,26,17,-9,0,1
212,2021,2,Saints,Panthers,7,26,19,1,0
213,2021,2,Broncos,Jaguars,23,13,-10,0,1
214,2020,2,Ravens,Texans,33,16,-17,0,1
215,2020,2,Patriots,Seahawks,30,35,5,1,0
216,2020,2,Saints,Raiders,24,34,10,1,0
217,2017,4,Rams,Cowboys,35,30,-5,0,1
218,2017,4,Lions,Vikings,14,7,-7,0,1
219,2017,4,Panthers,Patriots,33,30,-3,0,1
220,2019,3,Texans,Chargers,27,20,-7,0,1
221,2019,3,Steelers,49ers,20,24,4,1,0
222,2019,3,Saints,Seahawks,33,27,-6,0,1
223,2020,3,Cowboys,Seahawks,31,38,7,1,0
224,2020,3,Packers,Saints,37,30,-7,0,1
225,2020,3,Chiefs,Ravens,34,20,-14,0,1
226,2018,3,Giants,Texans,27,22,-5,0,1
227,2018,3,Chargers,Rams,23,35,12,1,0
228,2018,3,Bears,Cardinals,16,14,-2,0,1
229,2021,2,Vikings,Cardinals,33,34,1,1,0
230,2021,2,Falcons,Buccaneers,25,48,23,1,0
231,2021,2,Cowboys,Chargers,20,17,-3,0,1
232,2017,4,Jaguars,Jets,20,23,3,1,0
233,2017,4,Steelers,Ravens,26,9,-17,0,1
234,2017,4,Titans,Texans,14,57,43,1,0
235,2019,3,Rams,Browns,20,13,-7,0,1
236,2019,3,Bears,Washington,31,15,-16,0,1
237,2018,3,Cowboys,Seahawks,13,24,11,1,0
238,2018,3,Patriots,Lions,10,26,16,1,0
239,2018,3,Steelers,Buccaneers,30,27,-3,0,1
240,2021,2,Titans,Seahawks,33,30,-3,0,1
241,2021,2,Chiefs,Ravens,35,36,1,1,0
242,2021,2,Lions,Packers,17,35,18,1,0
243,2017,4,49ers,Cardinals,15,18,3,1,0
244,2017,4,Eagles,Chargers,26,24,-2,0,1
245,2017,4,Giants,Buccaneers,23,25,2,1,0
246,2017,4,Raiders,Broncos,10,16,6,1,0
247,2017,4,Colts,Seahawks,18,46,28,1,0
248,2017,4,Washington,Chiefs,20,29,9,1,0
249,2020,5,Buccaneers,Bears,19,20,1,1,0
250,2020,5,Panthers,Falcons,23,16,-7,0,1
251,2020,5,Raiders,Chiefs,40,32,-8,0,1
252,2020,5,Cardinals,Jets,30,10,-20,0,1
253,2020,5,Eagles,Steelers,29,38,9,1,0
254,2020,5,Rams,Washington,30,10,-20,0,1
255,2020,5,Bengals,Ravens,3,27,24,1,0
256,2020,5,Jaguars,Texans,14,30,16,1,0
257,2020,5,Dolphins,49ers,43,17,-26,0,1
258,2020,5,Colts,Browns,23,32,9,1,0
259,2020,5,Giants,Cowboys,34,37,3,1,0
260,2020,5,Vikings,Seahawks,26,27,1,1,0
261,2020,5,Chargers,Saints,27,30,3,1,0
262,2020,5,Bills,Titans,16,42,26,1,0
263,2018,4,Vikings,Rams,31,38,7,1,0
264,2018,4,Bengals,Falcons,37,36,-1,0,1
265,2018,4,Buccaneers,Bears,10,48,38,1,0
266,2018,4,Lions,Cowboys,24,26,2,1,0
267,2018,4,Bills,Packers,0,22,22,1,0
268,2018,4,Eagles,Titans,23,26,3,1,0
269,2018,4,Texans,Colts,37,34,-3,0,1
270,2018,4,Dolphins,Patriots,7,38,31,1,0
271,2018,4,Jets,Jaguars,12,31,19,1,0
272,2018,4,Browns,Raiders,42,45,3,1,0
273,2018,4,Seahawks,Cardinals,20,17,-3,0,1
274,2018,4,Saints,Giants,33,18,-15,0,1
275,2018,4,49ers,Chargers,27,29,2,1,0
276,2018,4,Ravens,Steelers,26,14,-12,0,1
277,2018,4,Chiefs,Broncos,27,23,-4,0,1
278,2017,5,Patriots,Buccaneers,19,14,-5,0,1
279,2017,5,Bills,Bengals,16,20,4,1,0
280,2017,5,Jets,Browns,17,14,-3,0,1
281,2017,5,Panthers,Lions,27,24,-3,0,1
282,2017,5,49ers,Colts,23,26,3,1,0
283,2017,5,Titans,Dolphins,10,16,6,1,0
284,2017,5,Chargers,Giants,27,22,-5,0,1
285,2017,5,Cardinals,Eagles,7,34,27,1,0
286,2017,5,Jaguars,Steelers,30,9,-21,0,1
287,2017,5,Ravens,Raiders,30,17,-13,0,1
288,2017,5,Seahawks,Rams,16,10,-6,0,1
289,2020,4,Broncos,Jets,37,28,-9,0,1
290,2017,5,Packers,Cowboys,35,31,-4,0,1
291,2017,5,Chiefs,Texans,42,34,-8,0,1
292,2017,5,Vikings,Bears,20,17,-3,0,1
293,2018,5,Colts,Patriots,24,38,14,1,0
294,2020,4,Jaguars,Bengals,25,33,8,1,0
295,2020,4,Browns,Cowboys,49,38,-11,0,1
296,2020,4,Saints,Lions,35,29,-6,0,1
297,2018,5,Titans,Bills,12,13,1,1,0
298,2018,5,Dolphins,Bengals,17,27,10,1,0
299,2018,5,Ravens,Browns,9,12,3,1,0
300,2021,4,Jaguars,Bengals,21,24,3,1,0
301,2020,4,Seahawks,Dolphins,31,23,-8,0,1
302,2020,4,Chargers,Buccaneers,31,38,7,1,0
303,2020,4,Ravens,Washington,31,17,-14,0,1
304,2019,4,Eagles,Packers,34,27,-7,0,1
305,2018,5,Packers,Lions,23,31,8,1,0
306,2018,5,Jaguars,Chiefs,14,30,16,1,0
307,2018,5,Broncos,Jets,16,34,18,1,0
308,2021,4,Washington,Falcons,34,30,-4,0,1
309,2021,4,Texans,Bills,0,40,40,1,0
310,2021,4,Lions,Bears,14,24,10,1,0
311,2019,5,Rams,Seahawks,29,30,1,1,0
312,2020,4,Cardinals,Panthers,21,31,10,1,0
313,2020,4,Vikings,Texans,31,23,-8,0,1
314,2020,4,Giants,Rams,9,17,8,1,0
315,2019,4,Titans,Falcons,24,10,-14,0,1
316,2019,4,Patriots,Bills,16,10,-6,0,1
317,2019,4,Chiefs,Lions,34,30,-4,0,1
318,2018,5,Falcons,Steelers,17,41,24,1,0
319,2018,5,Giants,Panthers,31,33,2,1,0
320,2018,5,Raiders,Chargers,10,26,16,1,0
321,2021,4,Panthers,Cowboys,28,36,8,1,0
322,2021,4,Colts,Dolphins,27,17,-10,0,1
323,2021,4,Browns,Vikings,14,7,-7,0,1
324,2019,5,Cardinals,Bengals,26,23,-3,0,1
325,2019,5,Bills,Titans,14,7,-7,0,1
326,2019,5,Bears,Raiders,21,24,3,1,0
327,2020,4,Colts,Bears,19,11,-8,0,1
328,2020,4,Bills,Raiders,30,23,-7,0,1
329,2020,4,Eagles,49ers,25,20,-5,0,1
330,2019,4,Raiders,Colts,31,24,-7,0,1
331,2019,4,Chargers,Dolphins,30,10,-20,0,1
332,2019,4,Washington,Giants,3,24,21,1,0
333,2018,5,Vikings,Eagles,23,21,-2,0,1
334,2018,5,Cardinals,49ers,28,18,-10,0,1
335,2018,5,Rams,Seahawks,33,31,-2,0,1
336,2018,5,Cowboys,Texans,16,19,3,1,0
337,2021,4,Giants,Saints,27,21,-6,0,1
338,2021,4,Titans,Jets,24,27,3,1,0
339,2021,4,Chiefs,Eagles,42,30,-12,0,1
340,2019,5,Buccaneers,Saints,24,31,7,1,0
341,2019,5,Vikings,Giants,28,10,-18,0,1
342,2019,5,Jets,Eagles,6,31,25,1,0
343,2020,4,Patriots,Chiefs,10,26,16,1,0
344,2020,4,Falcons,Packers,16,30,14,1,0
345,2019,4,Browns,Ravens,40,25,-15,0,1
346,2019,4,Panthers,Texans,16,10,-6,0,1
347,2019,4,Buccaneers,Rams,55,40,-15,0,1
348,2018,5,Washington,Saints,19,43,24,1,0
349,2021,4,Cardinals,Rams,37,20,-17,0,1
350,2021,4,Seahawks,49ers,28,21,-7,0,1
351,2021,4,Ravens,Broncos,23,7,-16,0,1
352,2019,5,Ravens,Steelers,26,23,-3,0,1
353,2019,5,Patriots,Washington,33,7,-26,0,1
354,2019,5,Jaguars,Panthers,27,34,7,1,0
355,2019,4,Seahawks,Cardinals,27,10,-17,0,1
356,2019,4,Vikings,Bears,6,16,10,1,0
357,2019,4,Jaguars,Broncos,26,24,-2,0,1
358,2019,4,Cowboys,Saints,10,12,2,1,0
359,2021,4,Steelers,Packers,17,27,10,1,0
360,2021,4,Buccaneers,Patriots,19,17,-2,0,1
361,2021,4,Raiders,Chargers,14,28,14,1,0
362,2019,5,Falcons,Texans,32,53,21,1,0
363,2019,5,Broncos,Chargers,20,13,-7,0,1
364,2019,5,Packers,Cowboys,34,24,-10,0,1
365,2019,4,Bengals,Steelers,3,27,24,1,0
366,2019,5,Colts,Chiefs,19,13,-6,0,1
367,2019,5,Browns,49ers,3,31,28,1,0
368,2018,7,Broncos,Cardinals,45,10,-35,0,1
369,2018,7,Titans,Chargers,19,20,1,1,0
370,2018,7,Patriots,Bears,38,31,-7,0,1
371,2018,7,Bills,Colts,5,37,32,1,0
372,2018,7,Lions,Dolphins,32,21,-11,0,1
373,2018,7,Vikings,Jets,37,17,-20,0,1
374,2018,7,Panthers,Eagles,21,17,-4,0,1
375,2018,7,Browns,Buccaneers,23,26,3,1,0
376,2018,7,Texans,Jaguars,20,7,-13,0,1
377,2018,7,Saints,Ravens,24,23,-1,0,1
378,2018,7,Rams,49ers,39,10,-29,0,1
379,2018,7,Cowboys,Washington,17,20,3,1,0
380,2018,7,Bengals,Chiefs,10,45,35,1,0
381,2018,7,Giants,Falcons,20,23,3,1,0
382,2021,5,Rams,Seahawks,26,17,-9,0,1
383,2021,5,Jets,Falcons,20,27,7,1,0
384,2021,5,Packers,Bengals,25,22,-3,0,1
385,2021,5,Lions,Vikings,17,19,2,1,0
386,2017,6,Eagles,Panthers,28,23,-5,0,1
387,2021,5,Broncos,Steelers,19,27,8,1,0
388,2021,5,Dolphins,Buccaneers,17,45,28,1,0
389,2021,5,Saints,Washington,33,22,-11,0,1
390,2017,6,Dolphins,Falcons,20,17,-3,0,1
391,2017,6,Packers,Vikings,10,23,13,1,0
392,2017,6,Lions,Saints,38,52,14,1,0
393,2021,5,Eagles,Panthers,21,18,-3,0,1
394,2021,5,Titans,Jaguars,37,19,-18,0,1
395,2021,5,Patriots,Texans,25,22,-3,0,1
396,2017,6,Patriots,Jets,24,17,-7,0,1
397,2017,6,49ers,Washington,24,26,2,1,0
398,2017,6,Bears,Ravens,27,24,-3,0,1
399,2021,5,Bears,Raiders,20,9,-11,0,1
400,2021,5,Browns,Chargers,42,47,5,1,0
401,2021,5,Giants,Cowboys,20,44,24,1,0
402,2017,6,Browns,Texans,17,33,16,1,0
403,2017,6,Buccaneers,Cardinals,33,38,5,1,0
404,2017,6,Rams,Jaguars,27,17,-10,0,1
405,2021,5,49ers,Cardinals,10,17,7,1,0
406,2021,5,Bills,Chiefs,38,20,-18,0,1
407,2021,5,Colts,Ravens,25,31,6,1,0
408,2017,6,Steelers,Chiefs,19,13,-6,0,1
409,2017,6,Chargers,Raiders,17,16,-1,0,1
410,2017,6,Giants,Broncos,23,10,-13,0,1
411,2017,6,Colts,Titans,22,36,14,1,0
412,2018,6,Eagles,Giants,34,13,-21,0,1
413,2018,6,Buccaneers,Falcons,29,34,5,1,0
414,2018,6,Steelers,Bengals,28,21,-7,0,1
415,2018,6,Chargers,Browns,38,14,-24,0,1
416,2018,6,Seahawks,Raiders,27,3,-24,0,1
417,2018,6,Bears,Dolphins,28,31,3,1,0
418,2018,6,Cardinals,Vikings,17,27,10,1,0
419,2018,6,Colts,Jets,34,42,8,1,0
420,2018,6,Panthers,Washington,17,23,6,1,0
421,2018,6,Bills,Texans,13,20,7,1,0
422,2020,6,Texans,Titans,36,42,6,1,0
423,2018,6,Rams,Broncos,23,20,-3,0,1
424,2018,6,Jaguars,Cowboys,7,40,33,1,0
425,2018,6,Ravens,Titans,21,0,-21,0,1
426,2020,6,Bengals,Colts,27,31,4,1,0
427,2020,6,Falcons,Vikings,40,23,-17,0,1
428,2020,6,Broncos,Patriots,18,12,-6,0,1
429,2018,6,Chiefs,Patriots,40,43,3,1,0
430,2018,6,49ers,Packers,30,33,3,1,0
431,2019,6,Giants,Patriots,14,35,21,1,0
432,2017,7,Chiefs,Raiders,30,31,1,1,0
433,2020,6,Washington,Giants,19,20,1,1,0
434,2020,6,Ravens,Eagles,30,28,-2,0,1
435,2020,6,Browns,Steelers,7,38,31,1,0
436,2019,6,Panthers,Buccaneers,37,26,-11,0,1
437,2019,6,Seahawks,Browns,32,28,-4,0,1
438,2019,6,Texans,Chiefs,31,24,-7,0,1
439,2017,7,Buccaneers,Bills,27,30,3,1,0
440,2017,7,Panthers,Bears,3,17,14,1,0
441,2017,7,Titans,Browns,12,9,-3,0,1
442,2021,6,Buccaneers,Eagles,28,22,-6,0,1
443,2020,6,Bears,Panthers,23,16,-7,0,1
444,2020,6,Lions,Jaguars,34,16,-18,0,1
445,2020,6,Jets,Dolphins,0,24,24,1,0
446,2019,6,Washington,Dolphins,17,16,-1,0,1
447,2019,6,Eagles,Vikings,20,38,18,1,0
448,2019,6,Saints,Jaguars,13,6,-7,0,1
449,2017,7,Saints,Packers,26,17,-9,0,1
450,2017,7,Jaguars,Colts,27,0,-27,0,1
451,2017,7,Cardinals,Rams,0,33,33,1,0
452,2021,6,Dolphins,Jaguars,20,23,3,1,0
453,2021,6,Packers,Bears,24,14,-10,0,1
454,2021,6,Bengals,Lions,34,11,-23,0,1
455,2020,6,Packers,Buccaneers,10,38,28,1,0
456,2020,6,Rams,49ers,16,24,8,1,0
457,2020,6,Chiefs,Bills,26,17,-9,0,1
458,2019,6,Bengals,Ravens,17,23,6,1,0
459,2019,6,49ers,Rams,20,7,-13,0,1
460,2019,6,Falcons,Cardinals,33,34,1,1,0
461,2017,7,Jets,Dolphins,28,31,3,1,0
462,2017,7,Ravens,Vikings,16,24,8,1,0
463,2017,7,Cowboys,49ers,40,10,-30,0,1
464,2021,6,Texans,Colts,3,31,28,1,0
465,2021,6,Rams,Giants,38,11,-27,0,1
466,2021,6,Chiefs,Washington,31,13,-18,0,1
467,2020,6,Cardinals,Cowboys,38,10,-28,0,1
468,2019,6,Titans,Broncos,0,16,16,1,0
469,2019,6,Cowboys,Jets,22,24,2,1,0
470,2019,6,Steelers,Chargers,24,17,-7,0,1
471,2019,6,Lions,Packers,22,23,1,1,0
472,2017,7,Seahawks,Giants,24,7,-17,0,1
473,2017,7,Bengals,Steelers,14,29,15,1,0
474,2017,7,Broncos,Chargers,0,21,21,1,0
475,2017,7,Falcons,Patriots,7,23,16,1,0
476,2021,6,Vikings,Panthers,34,28,-6,0,1
477,2021,6,Chargers,Ravens,6,34,28,1,0
478,2021,6,Cardinals,Browns,37,14,-23,0,1
479,2017,7,Washington,Eagles,24,34,10,1,0
480,2021,6,Raiders,Broncos,34,24,-10,0,1
481,2021,6,Cowboys,Patriots,35,29,-6,0,1
482,2021,6,Seahawks,Steelers,20,23,3,1,0
483,2021,6,Bills,Titans,31,34,3,1,0
484,2020,7,Giants,Eagles,21,22,1,1,0
485,2020,7,Lions,Falcons,23,22,-1,0,1
486,2020,7,Browns,Bengals,37,34,-3,0,1
487,2020,7,Steelers,Titans,27,24,-3,0,1
488,2020,7,Panthers,Saints,24,27,3,1,0
489,2020,7,Bills,Jets,18,10,-8,0,1
490,2020,7,Cowboys,Washington,3,25,22,1,0
491,2020,7,Packers,Texans,35,20,-15,0,1
492,2020,7,Buccaneers,Raiders,45,20,-25,0,1
493,2020,7,Chiefs,Broncos,43,16,-27,0,1
494,2021,7,Broncos,Browns,14,17,3,1,0
495,2020,7,49ers,Patriots,33,6,-27,0,1
496,2020,7,Jaguars,Chargers,29,39,10,1,0
497,2020,7,Seahawks,Cardinals,34,37,3,1,0
498,2021,7,Washington,Packers,10,24,14,1,0
499,2021,7,Chiefs,Titans,3,27,24,1,0
500,2021,7,Falcons,Dolphins,30,28,-2,0,1
501,2020,7,Bears,Rams,10,24,14,1,0
502,2021,7,Jets,Patriots,13,54,41,1,0
503,2021,7,Panthers,Giants,3,25,22,1,0
504,2021,7,Bengals,Ravens,41,17,-24,0,1
505,2021,7,Eagles,Raiders,22,33,11,1,0
506,2021,7,Lions,Rams,19,28,9,1,0
507,2021,7,Texans,Cardinals,5,31,26,1,0
508,2021,7,Bears,Buccaneers,3,38,35,1,0
509,2021,7,Colts,49ers,30,18,-12,0,1
510,2021,7,Saints,Seahawks,13,10,-3,0,1
511,2019,7,Chiefs,Broncos,30,6,-24,0,1
512,2019,7,Rams,Falcons,37,10,-27,0,1
513,2019,7,Dolphins,Bills,21,31,10,1,0
514,2019,7,Jaguars,Bengals,27,17,-10,0,1
515,2019,7,Vikings,Lions,42,30,-12,0,1
516,2019,7,Raiders,Packers,24,42,18,1,0
517,2019,7,Texans,Colts,23,30,7,1,0
518,2019,7,Cardinals,Giants,27,21,-6,0,1
519,2017,8,Dolphins,Ravens,0,40,40,1,0
520,2019,7,49ers,Washington,9,0,-9,0,1
521,2019,7,Chargers,Titans,20,23,3,1,0
522,2019,7,Saints,Bears,36,25,-11,0,1
523,2017,8,Vikings,Browns,33,16,-17,0,1
524,2017,8,Raiders,Bills,14,34,20,1,0
525,2017,8,Colts,Bengals,23,24,1,1,0
526,2019,7,Ravens,Seahawks,30,16,-14,0,1
527,2019,7,Eagles,Cowboys,10,37,27,1,0
528,2019,7,Patriots,Jets,33,0,-33,0,1
529,2017,8,Chargers,Patriots,13,21,8,1,0
530,2017,8,Bears,Saints,12,20,8,1,0
531,2017,8,Falcons,Jets,25,20,-5,0,1
532,2019,8,Washington,Vikings,9,19,10,1,0
533,2018,8,Dolphins,Texans,23,42,19,1,0
534,2017,8,49ers,Eagles,10,33,23,1,0
535,2017,8,Panthers,Buccaneers,17,3,-14,0,1
536,2017,8,Texans,Seahawks,38,41,3,1,0
537,2017,8,Cowboys,Washington,33,19,-14,0,1
538,2019,8,Seahawks,Falcons,27,20,-7,0,1
539,2019,8,Eagles,Bills,31,13,-18,0,1
540,2019,8,Chargers,Bears,17,16,-1,0,1
541,2018,8,Eagles,Jaguars,24,18,-6,0,1
542,2018,8,Jets,Bears,10,24,14,1,0
543,2018,8,Buccaneers,Bengals,34,37,3,1,0
544,2021,8,Packers,Cardinals,24,21,-3,0,1
545,2017,8,Steelers,Lions,20,15,-5,0,1
546,2017,8,Broncos,Chiefs,19,29,10,1,0
547,2019,8,Giants,Lions,26,31,5,1,0
548,2019,8,Buccaneers,Titans,23,27,4,1,0
549,2019,8,Broncos,Colts,13,15,2,1,0
550,2018,8,Seahawks,Lions,28,14,-14,0,1
551,2018,8,Broncos,Chiefs,23,30,7,1,0
552,2018,8,Washington,Giants,20,13,-7,0,1
553,2021,8,Panthers,Falcons,19,13,-6,0,1
554,2021,8,Dolphins,Bills,11,26,15,1,0
555,2021,8,49ers,Bears,33,22,-11,0,1
556,2020,8,Falcons,Panthers,25,17,-8,0,1
557,2017,9,Bills,Jets,21,34,13,1,0
558,2019,8,Bengals,Rams,10,24,14,1,0
559,2019,8,Cardinals,Saints,9,31,22,1,0
